cuisine;recipe Name;Link
Vietnamese;Vietnamese Lemongrass Chicken;https://www.yummly.com/recipe/Vietnamese-Lemongrass-Chicken-2555082
Vietnamese;Sticky Vietnamese Air Fryer Pork Ribs;https://www.yummly.com/recipe/Sticky-Vietnamese-Air-Fryer-Pork-Ribs-9372915
Vietnamese;Vietnamese Cucumber Salad;https://www.yummly.com/recipe/Vietnamese-Cucumber-Salad-9005807
Vietnamese;Vietnamese Caramelized Shrimp;https://www.yummly.com/recipe/Vietnamese-Caramelized-Shrimp-1022348
Vietnamese;Vietnamese Style Grilled Lemongrass Pork;https://www.yummly.com/recipe/Vietnamese-Style-Grilled-Lemongrass-Pork-1103724
Vietnamese;Vietnamese Chicken Salad;https://www.yummly.com/recipe/Vietnamese-Chicken-Salad-1261425
Vietnamese;Vietnamese Spring Rolls with Slow-Cooked Pork;https://www.yummly.com/recipe/Vietnamese-Spring-Rolls-with-Slow-Cooked-Pork-2248908
Vietnamese;Vietnamese Chicken Salad;https://www.yummly.com/recipe/Vietnamese-Chicken-Salad-460751
Vietnamese;Vietnamese Rolls;https://www.yummly.com/recipe/Vietnamese-Rolls-1618487
Vietnamese;Vietnamese Pork & Vermicelli Bowl;https://www.yummly.com/recipe/Vietnamese-Caramelized-Pork-AllRecipes
Vietnamese;Vietnamese Loaded Fries;https://www.yummly.com/recipe/Vietnamese-Loaded-Fries-1538485
Vietnamese;Vietnamese Spring Rolls;https://www.yummly.com/recipe/Vietnamese-Spring-Rolls-1037305
Vietnamese;Vietnamese Chicken Salad;https://www.yummly.com/recipe/Vietnamese-Chicken-Salad-1843284
Vietnamese;Vietnamese Spring Rolls;https://www.yummly.com/recipe/Vietnamese-Spring-Rolls-2520105
Vietnamese;Pho Bo (Vietnamese Beef Noodle Soup);https://www.yummly.com/recipe/Pho-Bo-_Vietnamese-Beef-Noodle-Soup_-1965955
Vietnamese;Vegetarian Vietnamese Pancakes;https://www.yummly.com/recipe/Vegetarian-Vietnamese-Pancakes-1620515
Greek;Baked Greek Chicken with Fresh Lemon and Dill;https://www.yummly.com/recipe/Baked-Greek-Chicken-with-Fresh-Lemon-and-Dill-9088936
Greek;Greek Chicken Rice Bowl;https://www.yummly.com/recipe/Greek-Chicken-Rice-Bowl-2154905
Greek;Easy Sheet Pan Greek Chicken;https://www.yummly.com/recipe/Easy-Sheet-Pan-Greek-Chicken-9351919
Greek;Greek Lemon Chicken and Potatoes;https://www.yummly.com/recipe/Greek-Lemon-Chicken-and-Potatoes-Both-Homers-Would-Love-This-2396003
Greek;Greek turkey burger;https://www.yummly.com/recipe/Greek-Turkey-Burgers-2728191
Greek;Greek Chicken Kabobs;https://www.yummly.com/recipe/Greek-Chicken-Kabobs-9061566
Greek;Greek Devil Gyro;https://www.yummly.com/recipe/Greek-Devil-Gyro-2036951
Greek;Traditional Greek Moussaka;https://www.yummly.com/recipe/Traditional-Greek-Moussaka-recipe-_Moussaka-with-Bechamel_-988176
Greek;Greek Gyro with Recipe with Homemade Gyro Meat;https://www.yummly.com/recipe/Greek-Gyro-Recipe-with-Homemade-Gyro-Meat-9282495
Greek;Greek Quesadillas;https://www.yummly.com/recipe/Greek-Quesadillas-9279821
Greek;Greek Orzo Salad;https://www.yummly.com/recipe/Greek-Orzo-Salad-1923995
Greek;Spanakopita;https://www.yummly.com/recipe/Spanakopita-1036900
Greek;Greek-style Octopus recipe (Xtapodi);https://www.yummly.com/recipe/Greek-style-Octopus-recipe-_Xtapodi_-2134747
Greek;Greek marinated grilled chicken;https://www.yummly.com/recipe/Greek-Marinated-Grilled-Chicken-1212656
Greek;Greek meatballs with Tzatziki Sauce;https://www.yummly.com/recipe/Greek-Meatballs-With-Tzatziki-Sauce-2534405
Greek;Greek Pastitsio;https://www.yummly.com/recipe/Greek-Pastitsio-958822
Greek;Greek Shrimps with Tomatoes and Feta;https://www.yummly.com/recipe/Greek-Shrimp-with-Tomatoes-_-Feta-2239381
Greek;Greek Salad;https://www.yummly.com/recipe/Greek-Salad-960496
Greek;Slow cooker greek chicken;https://www.yummly.com/recipe/Slow-Cooker-Greek-Chicken-2195470
Greek;Greek quinoa salad;https://www.yummly.com/recipe/Greek-Quinoa-Salad-2711802
Greek;Greek chickpea salad + Tzatziki Dressing;https://www.yummly.com/recipe/Greek-Chickpea-Salad-_-Tzatziki-Dressing-2708554
Greek;Greek lamp Souvlaki;https://www.yummly.com/recipe/Greek-Lamb-Souvlaki-Kebabs-2570802
Greek;Greek Lemon and Chicken Soup (Avgolemono Soup);https://www.yummly.com/recipe/Greek-Lemon-and-Chicken-Soup-_Avgolemono-Soup_-2241242
Greek;Spanakorizo (Greek Spinach Rice);https://www.yummly.com/recipe/Spanakorizo-_Greek-Spinach-Rice_-1438996
Greek;Greek Lemon Chicken Skewers With Tzatziki Sauce;https://www.yummly.com/recipe/Greek-Lemon-Chicken-Skewers-With-Tzatziki-Sauce-2537933
Greek;Greek Quinoa Bowls with Ground Lamb;https://www.yummly.com/pro/recipe/Greek-Quinoa-Bowls-with-Ground-Lamb-9153691
Greek;Vegetable Moussaka;https://www.yummly.com/recipe/Vegetable-Moussaka-1919856
Greek;Greek pork Souvlaki;https://www.yummly.com/recipe/Greek-Pork-Souvlaki-2476885
Greek;Greek chicken souvlaki;https://www.yummly.com/recipe/Greek-Chicken-Souvlaki-2384903
Greek;Greek style lemon potatoes;https://www.yummly.com/recipe/Greek-Style-Lemon-Potatoes-1678469
Greek;Greek fish soup;https://www.yummly.com/recipe/Greek-Fish-Soup-1201344
Greek;Greek Turkey and Rice Skillet;https://www.yummly.com/recipe/Greek-Turkey-and-Rice-Skillet-2430325
Greek;Greek chicken burgers;https://www.yummly.com/recipe/Greek-Chicken-Burgers-2658709
Greek;Greek beef stifado;https://www.yummly.com/recipe/GREEK-BEEF-STIFADO-2543402
Greek;Greek potato wedges with Yogurt Sauce;https://www.yummly.com/recipe/Greek-Potato-Wedges-with-Yogurt-Sauce-9078101
Greek;Greek pizza;https://www.yummly.com/recipe/Greek-pizza-333514
Greek;Chicken gyro with Tzatziki Sauce;https://www.yummly.com/recipe/Chicken-Gyro-with-Tzatziki-Sauce-2409222
Greek;Greek chicken pasta salad;https://www.yummly.com/recipe/Greek-Chicken-Pasta-Salad-2436379
Greek;Kleftiko – Greek Slow Cooked Lamb;https://www.yummly.com/recipe/Kleftiko-Greek-Slow-Cooked-Lamb-2334505
Greek;Greek turkey tacos;https://www.yummly.com/recipe/Greek-Turkey-Tacos-1525233
Greek;Slow Cooker Vegetarian Greek Lentil Soup with Tomatoes, Spinach, and Feta;https://www.yummly.com/recipe/Slow-cooker-vegetarian-greek-lentil-soup-with-tomatoes_-spinach_-and-feta-310383
Greek;Greek Egg and Lemon Soup with Chicken, Brown Rice, and Chickpeas;https://www.yummly.com/recipe/Greek-Egg-and-Lemon-Soup-with-Chicken_-Brown-Rice_-and-Chickpeas-1384228
Greek;Lamb gyros;https://www.yummly.com/recipe/Lamb-Gyros-1476361
Greek;Slow Cooker Greek Lamb Shanks;https://www.yummly.com/recipe/Slow-Cooker-Greek-Lamb-Shanks-2494340
Greek;Lamb meatballs;https://www.yummly.com/recipe/Lamb-meatballs-333990
Greek;Greek Spinach with White Beans and Feta;https://www.yummly.com/recipe/Greek-Spinach-with-White-Beans-and-Feta-9425309
Greek;Greek rack of lamb;https://www.yummly.com/recipe/Greek-Rack-Of-Lamb-9282442
Greek;Greek Turkey Meatball Gyro with Tzatziki;https://www.yummly.com/recipe/Greek-Turkey-Meatball-Gyro-with-Tzatziki-2533019
Greek;Greek Lentil Soup with Toasted Pita;https://www.yummly.com/recipe/Greek-Lentil-Soup-with-Toasted-Pita-1005003
Greek;Greek Loaded Fries With Garlic-scallion Sauce;https://www.yummly.com/recipe/Greek-Loaded-Fries-With-Garlic-scallion-Sauce-2469988
french;easy sweet potatoes au gratin;https://www.yummly.com/recipe/Easy-Sweet-Potatoes-Au-Gratin-2465576
french;quiche lorraine;https://www.yummly.com/recipe/Quiche-Lorraine-2465602
french;herbes de provence roasted chicken;https://www.yummly.com/recipe/Herbes-de-Provence-Roasted-Chicken-9085179
french;french onion soup;https://www.yummly.com/recipe/French-Onion-Soup-2233516
french;ratatouille;https://www.yummly.com/recipe/Ratatouille-2297524
french;prime rib with herbes de provence crust;https://www.yummly.com/recipe/Prime-Rib-with-Herbes-de-Provence-Crust-2483456
french;chicken casseur;https://www.yummly.com/recipe/Chicken-Chasseur-2322813
french;coq au vin;https://www.yummly.com/recipe/Coq-au-Vin-1575976
french;savory crepes;https://www.yummly.com/recipe/Savory-Crepes-1326965
french;skillet creamy french mustard chicken;https://www.yummly.com/recipe/Skillet-Creamy-French-Mustard-Chicken-2287205
french;french dip sandwich;https://www.yummly.com/recipe/French-Dip-Sandwich-507023
french;french fruit tart;https://www.yummly.com/recipe/French-Fruit-Tart-2399039
french;french onion soup pork chops;https://www.yummly.com/recipe/French-Onion-Soup-Pork-Chops-2191030
french;ham stacks au gratin with thyme;https://www.yummly.com/recipe/Ham-Stacks-Au-Gratin-with-Thyme-1585338
french;french onion chicken;https://www.yummly.com/recipe/French-Onion-Chicken-9167340
french;tomatos provencal;https://www.yummly.com/recipe/Tomatoes-Provencal-2207816
french;braised beef;https://www.yummly.com/recipe/Braised-Beef-9127012
french;french dip au jus;https://www.yummly.com/recipe/French-Dip-Au-Jus-1443269
french;french almond cake;https://www.yummly.com/recipe/French-Almond-Cake-2119567
french;rustic french apple tart;https://www.yummly.com/recipe/Rustic-French-Apple-Tart-2243120
french;french spaghetti;https://www.yummly.com/recipe/French-Spaghetti-9075654
french;coq au vin blanc;https://www.yummly.com/recipe/Coq-Au-Vin-Blanc-1002932
french;cream puffs;https://www.yummly.com/recipe/Cream-Puffs-2181416
french;classic eclair;https://www.yummly.com/recipe/Classic-Eclair-2581449
french;creamy french mustard chicken;https://www.yummly.com/recipe/Creamy-French-Mustard-Chicken-2596155
french;coq au vin;https://www.yummly.com/recipe/Coq-Au-Vin-2072538
french;chicken cordon bleu casserole;https://www.yummly.com/recipe/Chicken-Cordon-Bleu-Casserole-474602
french;au gratin potatoes;https://www.yummly.com/recipe/Au-Gratin-Potatoes-2660911
french;mushroom leek tart;https://www.yummly.com/recipe/Mushroom-Leek-Tart-2206144
french;crepes with goat cheese and strawberry rhubarb sauce;https://www.yummly.com/recipe/Crepes-with-Goat-Cheese-and-Strawberry-Rhubarb-Sauce-2157802
french;boef bourguignon;https://www.yummly.com/recipe/Boeuf-Bourguignon-1484807
french;blueberry clafouti;https://www.yummly.com/recipe/Blueberry-Clafouti-1617904
french;brussels sprouts au gratin;https://www.yummly.com/recipe/Brussels-Sprouts-Au-Gratin-2432568
french;national coq au vin day | julia child's coq au vin;https://www.yummly.com/recipe/National-Coq-Au-Vin-Day-_-Julia-Child_s-Coq-Au-Vin-1133790
french;jumbo lump crab au gratin ;https://www.yummly.com/recipe/Jumbo-Lump-Crab-Au-Gratin-2704886
french;layered ratatoullie;https://www.yummly.com/recipe/Layered-Ratatouille-643590
french;nicoise salad;https://www.yummly.com/recipe/Nicoise-Salad-2386637
french;cassoulet;https://www.yummly.com/recipe/Cassoulet-2644233
french;beef wellington with cognac sauce;https://www.yummly.com/recipe/Beef-Wellington-with-Cognac-Sauce-2531670
french;ratatouille tart;https://www.yummly.com/recipe/Ratatouille-Tart-2531692
french;apple ginger galette;https://www.yummly.com/recipe/Apple-Ginger-Galette-2531667
french;almond milk crepes;https://www.yummly.com/recipe/Almond-Milk-Crepes-9164311
french;chicken cordon bleu;https://www.yummly.com/recipe/Chicken-Cordon-Bleu-2531673
french;pear clafouti;https://www.yummly.com/recipe/Pear-Clafouti-9164325
french;french bouillabaisse;https://www.yummly.com/recipe/French-Bouillabaisse-1616531
french;grilled chicken nicoise salad;https://www.yummly.com/recipe/Grilled-Chicken-Nicoise-Salad-1719797
french;beef wellington;https://www.yummly.com/recipe/Beef-Wellington-9276620
french;white chocolate peppermint pots de créme;https://www.yummly.com/recipe/White-Chocolate-Peppermint-Pots-de-Creme-2099229
french;tueesday night cassoulet;https://www.yummly.com/recipe/Tuesday-Night-Cassoulet-2098654
french;macaron;https://www.yummly.com/recipe/Macaron-9049010
korean;korean pork chops;https://www.yummly.com/recipe/Korean-Pork-Chops-2249749
korean;easy korean sticky chicken;https://www.yummly.com/recipe/Easy-Korean-Sticky-Chicken-9101934
korean;korean ground turkey rice bowls;https://www.yummly.com/recipe/Korean-Ground-Turkey-Rice-Bowls-9097946
korean;korean bulgogi;https://www.yummly.com/recipe/Korean-Bulgogi-9097947
korean;korean glazed chicken drumsticks;https://www.yummly.com/recipe/Korean-Glazed-Chicken-Drumsticks-2697936
korean;korean beef bulgogi;https://www.yummly.com/recipe/Korean-beef-Bulgogi-2171116
korean;korean vegetarian beef;https://www.yummly.com/recipe/Korean-Vegetarian-Beef-2681632
korean;korean ground beef bowl;https://www.yummly.com/recipe/Korean-Ground-Beef-Bowl-2640708
korean;korean beef bowl;https://www.yummly.com/recipe/Korean-Beef-Bowls-2375420
korean;korean fried chicken;https://www.yummly.com/recipe/Korean-Fried-Chicken-9170533
korean;spicy korean pork skewers ;https://www.yummly.com/recipe/Spicy-Korean-Pork-Skewers-2261314
korean;korean bbq sauce;https://www.yummly.com/recipe/Korean-BBQ-Sauce-1001703
korean;slow cooker korean beef;https://www.yummly.com/recipe/Slow-Cooker-Korean-Beef-2313129
korean;korean fried chicken;https://www.yummly.com/recipe/Korean-Fried-Chicken-9091453
korean;pajeon (korean scallion pancake);https://www.yummly.com/recipe/Pajeon-_Korean-Scallion-Pancake_-497020
korean;korean bbq pork chop;https://www.yummly.com/recipe/Korean-BBQ-Pork-Chop-2157814
korean;korean pork bulgogi;https://www.yummly.com/recipe/Korean-Pork-Bulgogi-2266031
korean;impossible korean tacos;https://www.yummly.com/recipe/Impossible-Korean-Tacos-9382093
korean;bulgogi - korean beef bbq;https://www.yummly.com/recipe/Bulgogi-Korean-Beef-BBQ-__-930557
korean;sweet korean lentils;https://www.yummly.com/recipe/Sweet-Korean-Lentils-2241335
korean;korean beef tacos;https://www.yummly.com/recipe/Korean-Beef-Tacos-2679727
korean;korean beef bowls;https://www.yummly.com/recipe/Korean-Beef-Bowls-2181226
korean;spicy korean pork bulgogi;https://www.yummly.com/recipe/Spicy-Korean-Pork-Bulgogi-9011452
korean;korean bbq marinade;https://www.yummly.com/recipe/Korean-BBQ-Marinade-2593253
korean;korean short rib tacos;https://www.yummly.com/pro/recipe/Korean-Short-Rib-Tacos-2627671
korean;korean-style short ribs;https://www.yummly.com/recipe/Korean-Style-Short-Ribs-764608
korean;galbi korean marinated short ribs;https://www.yummly.com/pro/recipe/Galbi-Korean-Marinated-Short-Ribs-2627669
korean;korean bbq burrito;https://www.yummly.com/recipe/Korean-BBQ-Burrito-2239437
korean;korean tacos;https://www.yummly.com/recipe/Korean-Tacos-1611351
korean;korean fried chicken;https://www.yummly.com/recipe/Korean-Fried-Chicken-1189027
korean;jap chae - korean glass noodles;https://www.yummly.com/recipe/Jap-Chae-_-Chap-Chae---Korean-Glass-Noodles-1455943
korean;korean spicy pork (jeyuk bokkeum);https://www.yummly.com/recipe/Korean-Spicy-Pork-_-Jeyuk-bokkeum_-1460847
korean;korean popcorn chicken;https://www.yummly.com/recipe/Korean-Popcorn-Chicken-2436515
korean;mandu ;https://www.yummly.com/recipe/Mandu-Recipe-_Korean-Dumplings_-496808
korean;korean barbecue sauce;https://www.yummly.com/recipe/Korean-Barbecue-Sauce-2632607
korean;korean street cheese corn dogs;https://www.yummly.com/recipe/Korean-Street-Cheese-Corn-Dogs-2309605
korean;spicy korean-style meatball bowl;https://www.yummly.com/recipe/Spicy-Korean-style-Meatball-Bowl-1585349
korean;sweet korean paelo chicken thights;https://www.yummly.com/recipe/Sweet-Korean-Paleo-Chicken-Thighs-2151187
korean;korean steak kabobs;https://www.yummly.com/recipe/Korean-Steak-Kabobs-2173105
korean;korean grilled chicken breasts;https://www.yummly.com/recipe/Korean-Grilled-Chicken-Breasts-2258051
korean;korean beef lettuce wraps;https://www.yummly.com/recipe/Korean-Beef-Lettuce-Wraps-2092823
korean;korean spicy topokki;https://www.yummly.com/recipe/Korean-Spicy-Topokki-1002403
korean;korean kimchi stew with tofu ;https://www.yummly.com/recipe/Korean-Kimchi-Stew-with-Tofu-779012
korean;korean cheese katsu;https://www.yummly.com/recipe/Korean-Cheese-Katsu-9348510
korean;sheet-pan korean pork chops;https://www.yummly.com/recipe/Sheet-Pan-Korean-Pork-Chops-9061616
korean;bibimbap (korean mixed rice);https://www.yummly.com/recipe/Bibimbap-_Korean-Mixed-Rice_-1622764
korean;korean vegetable pancakes;https://www.yummly.com/recipe/Korean-Vegetable-Pancakes-2673246
korean;instant pot korean beef;https://www.yummly.com/recipe/Instant-Pot-Korean-Beef-2440404
korean;korean beef stir fry;https://www.yummly.com/recipe/Korean-Beef-Stir-Fry-9358281
korean;korean kimchi scallion pancakes;https://www.yummly.com/recipe/Korean-Kimchi-Scallion-Pancakes-2099174
Italian;Pizza Hut Original Pan Pizza;https://www.yummly.com/recipe/Pizza-Hut-Original-Pan-Pizza-946563
Italian;Recipe For Mushroom Risotto (Creamy Mushroom Risotto);https://www.yummly.com/recipe/Recipe-For-Mushroom-Risotto-_Creamy-Mushroom-Risotto_-9148763
Italian;Risotto;https://www.yummly.com/recipe/Risotto-2621000
Italian;Mushroom Risotto;https://www.yummly.com/recipe/Mushroom-Risotto-Simply-Recipes-42690
Italian;Parmesan Risotto;https://www.yummly.com/recipe/Parmesan-Risotto-2531822
Italian;Chicken Parmesan;https://www.yummly.com/recipe/Chicken-Parmesan-2725156
Italian;Baked Chicken Parmesan;https://www.yummly.com/recipe/Baked-Chicken-Parmesan-9083663
Italian;Baked Chicken Parmesan;https://www.yummly.com/recipe/Baked-Chicken-Parmesan-2254766
Italian;Lasagna;https://www.yummly.com/recipe/Lasagna-2592285
Italian;White Sauce Lasagna (Lasagna Bianca);https://www.yummly.com/recipe/White-Sauce-Lasagna-_Lasagna-Bianca_-2242039
Italian;Vegetable Lasagna;https://www.yummly.com/recipe/Vegetable-Lasagna-1279846
Italian;Chicken Parmesan Casserole;https://www.yummly.com/recipe/Chicken-Parmesan-Casserole-2462203
Italian;Prawn Risotto Recipe (AKA Shrimp Risotto);https://www.yummly.com/recipe/Prawn-Risotto-Recipe-_AKA-Shrimp-Risotto_-9125718
Italian;Really Easy Mushroom Risotto;https://www.yummly.com/recipe/Really-Easy-Mushroom-Risotto-2347281
Italian;Best Lasagna With Meat Sauce- Perfect Lasagna;https://www.yummly.com/recipe/Best-Lasagna-With-Meat-Sauce--Perfect-Lasagna-2283716
Italian;Classic Lasagna;https://www.yummly.com/recipe/Classic-Lasagna-2170051
Italian;Three Cheese Broken Lasagna;https://www.yummly.com/recipe/Three-Cheese-Broken-Lasagna-9163726
Italian;Vegan Spinach Lasagna;https://www.yummly.com/recipe/Vegan-Spinach-Lasagna-2684091
Italian;Pizza Garlic Bread;https://www.yummly.com/recipe/Pizza-Garlic-Bread-9073071
Italian;Paleo Pizza Crust & Breakfast Pizza;https://www.yummly.com/recipe/Paleo-Pizza-Crust-_-Breakfast-Pizza-755313
Italian;Sheet Pan Pizza Chicken;https://www.yummly.com/recipe/Sheet-Pan-Pizza-Chicken-9116048
Italian;Seafood Risotto (Risotto Ai Frutti Di Mare);https://www.yummly.com/recipe/Seafood-Risotto-_Risotto-Ai-Frutti-Di-Mare_-9102889
Italian;Wild Mushroom Risotto;https://www.yummly.com/recipe/Wild-Mushroom-Risotto-9198461
Italian;Oven-Baked Chicken Parmesan;https://www.yummly.com/recipe/Oven-Baked-Chicken-Parmesan-1199948
Italian;Eggplant Chicken Parmesan;https://www.yummly.com/recipe/Eggplant-Chicken-Parmesan-1895557
Italian;Chicken Parmesan Meatballs;https://www.yummly.com/recipe/Chicken-Parmesan-Meatballs-9094949
Italian;Easy Baked Spaghetti;https://www.yummly.com/recipe/Easy-Baked-Spaghetti-2684078
Italian;Italian Crescent Casserole;https://www.yummly.com/recipe/Italian-Crescent-Casserole-9083675
Italian;Eggplant Cacciatore;https://www.yummly.com/recipe/Eggplant-Cacciatore-2207934
Italian;Easy Italian Roast Beef;https://www.yummly.com/recipe/Easy-Italian-Roast-Beef-9085170
Italian;Antipasto Platter;https://www.yummly.com/recipe/Antipasto-Platter-2417793
Italian;Tomato Rosemary Focaccia;https://www.yummly.com/recipe/Tomato-Rosemary-Focaccia-1213344
Italian;Tagliatelle Bolognese;https://www.yummly.com/recipe/Tagliatelle-Bolognese-2641305
Italian;One Pot Spaghetti Aglio e Olio;https://www.yummly.com/recipe/One-Pot-Spaghetti-Aglio-e-Olio-2536973
Italian;Spaghetti alla Carbonara;https://www.yummly.com/recipe/Spaghetti-alla-Carbonara-2330922
Italian;Ricotta And Spinach Cannelloni;https://www.yummly.com/recipe/Ricotta-And-Spinach-Cannelloni-611027
Italian;Capellini with Fresh Tomatoes and Basil;https://www.yummly.com/recipe/Capellini-with-Fresh-Tomatoes-and-Basil-1598639
Italian;Skillet Tortellini with Sausage and Pesto;https://www.yummly.com/recipe/Skillet-Tortellini-with-Sausage-and-Pesto-678049
Italian;Tuscan Gnocchi;https://www.yummly.com/recipe/Tuscan-Gnocchi-2625090
Italian;Tiramisu;https://www.yummly.com/recipe/Tiramisu-2155382
Italian;Minestrone Soup;https://www.yummly.com/recipe/Minestrone-Soup-1861310
Italian;Instant Pot Creamy Tuscan Chicken Pasta;https://www.yummly.com/recipe/Instant-Pot-Creamy-Tuscan-Chicken-Pasta-2472789
Italian;Bruschetta;https://www.yummly.com/recipe/Bruschetta-9100008
Italian;Chicken Saltimbocca;https://www.yummly.com/recipe/Chicken-Saltimbocca-1817441
Italian;Sicilian Caponata;https://www.yummly.com/recipe/Sicilian-Caponata-1200228
Italian;Creamy Caprese Pasta;https://www.yummly.com/recipe/Creamy-caprese-pasta-333554
Italian;Cajun Chicken Alfredo;https://www.yummly.com/recipe/Cajun-Chicken-Alfredo-2487619
Italian;Italian Pasta Salad;https://www.yummly.com/recipe/Italian-Pasta-Salad-9104504
Italian;Simple Caprese Salad;https://www.yummly.com/recipe/Simple-Caprese-Salad-512034
Italian;Easy Garlic Parmesan Knots;https://www.yummly.com/recipe/Easy-Garlic-Parmesan-Knots-555434
Thai;Thai-Style Beef and Broccoli Curry;https://www.yummly.com/recipe/Thai-Style-Beef-and-Broccoli-Curry-1361041
Thai;Skinny Thai Chicken Meatballs with Peanut Sauce;https://www.yummly.com/recipe/Skinny-Thai-Chicken-Meatballs-with-Peanut-Sauce-2420659
Thai;Mussels Thai Style;https://www.yummly.com/recipe/Mussels-Thai-Style-2719701
Thai;Pad Thai Soup;https://www.yummly.com/recipe/Pad-Thai-Soup-981689
Thai;One-Pot Thai Spicy Shrimp and Rice;https://www.yummly.com/recipe/One-Pot-Thai-Spicy-Shrimp-and-Rice-2638262
Thai;Thai Holy Basil Pork;https://www.yummly.com/recipe/Thai-Holy-Basil-Pork-1622758
Thai;Tom Kha Gai (Thai Coconut Chicken Soup);https://www.yummly.com/recipe/Tom-Kha-Gai-_Thai-Coconut-Chicken-Soup_-2106392
